"asin","title","author"
"1433542404","Taking God At His Word: Why the Bible Is Knowable, Necessary, and Enough, and What That Means for You and Me","Kevin DeYoung"
"0385531206","Joan of Arc: A Life Transfigured","Kathryn Harrison"
"031095097X","The Story, NIV: The Bible as One Continuing Story of God and His People","Max Lucado and Randy Frazee"
"1484076435","The Pursuit of God","A. W. Tozer"
"1586178237","The Hobbit Party: The Vision of Freedom That Tolkien Got, and the West Forgot","Jay Richards"
"1451628285","The Road to Grace (The Walk)","Richard Paul Evans"
"0060684127","The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life","A. W. Tozer"
"0806653922","Evangelical Lutheran Worship, Pastoral Care: Occasional Services, Readings, and Prayers","Not Available (NA)"
"0307955796","Living the Quaker Way: Discover the Hidden Happiness in the Simple Life","Philip Gulley"
"0570063876","Ecclesiastes - Concordia Commentary","James Bollhagen"
"0829440917","Pope Francis: Why He Leads the Way He Leads","Chris Lowney"
"0800796209","School of the Prophets: Advanced Training for Prophetic Ministry","Kris Vallotton"
"0800725050","Heart of an Athlete","Fellowship of Christian Athletes"
"1587433605","Kingdom Conspiracy: Returning to the Radical Mission of the Local Church","Scot McKnight"
"0802408494","Parenting with Scripture: A Topical Guide for Teachable Moments","Kara G. Durbin"
"0830853642","God's Big Picture: Tracing the Storyline of the Bible","Vaughan Roberts"
"1617953873","Four Blood Moons Companion Study Guide and Journal: Includes Full-Color Foldout Timeline","John Hagee"
"1414380488","Turning Points with God: 365 Daily Devotions","David Jeremiah"
"1621362450","The Harbinger Companion With Study Guide: Decode the Mysteries and Respond to the Call that Can Change America's Future-and  Yours","Jonathan Cahn"
"1575627701","Healing Scriptures CD","Kenneth Copeland"
"0525952454","Walking with God through Pain and Suffering","Timothy Keller"
"1629981931","The Mystery of the Shemitah: The 3,000-Year-Old Mystery That Holds the Secret of America's Future, the World's Future, and Your Future!","Jonathan Cahn"
"1618902156","The Imitation of Christ - Zippered Cover","Thomas a' Kempis"
"1451486138","Deviant Calvinism: Broadening Reformed Theology","Oliver D. Crisp"
"0849946158","Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back","Todd Burpo"
"0829426442","My Life with the Saints","James Martin"
"1602582041","Baptists through the Centuries: A History of a Global People","David W. Bebbington"
"1118077784","Catholicism For Dummies","Rev. John Trigilio Jr."
"143353083X","ESV Study Bible, Personal Size","ESV Bibles by Crossway"
"0310339324","Vanishing Grace: What Ever Happened to the Good News?","Philip Yancey"
"0982461844","Understand Your Dreams Now: Spiritual Dream Interpretation","Doug Addison"
"0310331935","Not a Fan: Becoming a Completely Committed Follower of Jesus","Kyle Idleman"
"1934453110","The Presbyterian Story","S. Donald Fortson"
"068749494X","United Methodist Hymnal Pew Bright Red: Book of United Methodist Worship","Abingdon Press"
"0310326001","Women of the Bible: A One-Year Devotional Study of Women in Scripture","Ann Spangler"
"0062024353","Learning to Walk in the Dark","Barbara Brown Taylor"
"0819229660","Sex, Moral Teaching, and the Unity of the Church: A Study of the Episcopal Church","Timothy F. Sedgwick"
"0829442170","Pope Francis: Life and Revolution: A Biography of Jorge Bergoglio","Elisabetta Piqué"
"1594631298","Help, Thanks, Wow: The Three Essential Prayers","Anne Lamott"
"0842356320","A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity","Francine Rivers"
"0062119133","The Way of Serenity: Finding Peace and Happiness in the Serenity Prayer","Jonathan Morris"
"0399167447","Somewhere Safe with Somebody Good: The New Mitford Novel (A Mitford Novel)","Jan Karon"
"0190224479","Calvin's Company of Pastors: Pastoral Care and the Emerging Reformed Church, 1536-1609 (Oxford Studies in Historical Theology)","Scott M. Manetsch"
"0819222712","A Wing and a Prayer: A Message of Faith and Hope","Katharine Jefferts Schori"
"0895551551","The Story of a Soul: The Autobiography of the Little Flower (Tan Classics)","St. Therese of Lisieux"
"1616389605","65 Promises from God for Your Child: Powerful Prayers for Supernatural Results","Mike Shreve"
"0060609362","Telling Secrets","Frederick Buechner"
"0310820367","Faithgirlz! Book and Bible Cover Pink Medium","Zondervan"
"0801014646","The Making of an Ordinary Saint: My Journey from Frustration to Joy with the Spiritual Disciplines","Nathan Foster"
"143368392X","Autopsy of a Deceased Church: 12 Ways to Keep Yours Alive","Thom S. Rainer"
"1414348118","Princess Stories: Real Bible Stories of God's Princesses","Carolyn Larsen"
"006185588X","The Story of Christianity, Vol. 1: The Early Church to the Dawn of the Reformation","Justo L. Gonzalez"
"1451687478","Angels Walking: A Novel","Karen Kingsbury"
"1434767957","Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit","Francis Chan"
"0060727667","Home to Harmony","Philip Gulley"
"1935940619","Momnipotent: The Not-so Perfect Guide to Catholic Motherhood","Danielle Bean"
"0898698731","Celebrating Liturgical Time: Days, Weeks, and Seasons","J. Neil Alexander"
"0670786039","Christ Actually: The Son of God for the Secular Age","James Carroll"
"1426743351","Calvin vs. Wesley: Bringing Belief in Line with Practice","Don Thorsen"
"1878009583","I Belong to God!","Carolyn K. Tanner"
"0310339308","The Case for Christ: A Journalist's Personal Investigation of the Evidence for Jesus (Case for ... Series)","Lee Strobel"
"1439153159","Tattoos on the Heart: The Power of Boundless Compassion","Gregory Boyle"
"1455121711","Here I Stand: A Life of Martin Luther","Roland H. Bainton"
"1936488116","Blood Moons: Decoding the Imminent Heavenly Signs","Mark Biltz"
"1439191425","The Walk: A Novel","Richard Paul Evans"
"161278772X","Day by Day for the Holy Souls in Purgatory: 365 Reflections","Susan Tassone"
"0718011333","The Search for God and Guinness: A Biography of the Beer that Changed the World","Stephen Mansfield"
"0664231810","John Calvin--A Biography","T. H. L. Parker"
"1612788351","A Year of Mercy with Pope Francis: Daily Reflections","Pope Francis"
"037387927X","An Amish Christmas Journey (Love Inspired\Brides of Amish Country)","Patricia Davids"
"0307745309","Going Clear: Scientology, Hollywood, and the Prison of Belief","Lawrence Wright"
"1476777802","Live Original: How the Duck Commander Teen Keeps It Real and Stays True to Her Values","Sadie Robertson"
"1426776829","Revival DVD: Faith as Wesley Lived It","Adam Hamilton"
"0062333771","A Big Heart Open to God: A Conversation with Pope Francis","Pope Francis"
"1433513412","George Whitefield: God's Anointed Servant in the Great Revival of the Eighteenth Century","Arnold A. Dallimore"
"0895559064","Seven Lies About Catholic History: Infamous Myths about the Church's Past and How to Answer Them","Diane Moczar"
"1934453102","Hold Fast the Faith: A Devotional Commentary on the Westminster Confession of 1647","Matthew Everhard"
"0849922402","God Will Use This for Good: Surviving the Mess of Life","Max Lucado"
"0553418726","The American Catholic Almanac: A Daily Reader of Patriots, Saints, Rogues, and Ordinary People Who Changed the United States","Brian Burch"
"1451695187","Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander III"
"0809106000","Seventeenth-Century Lutheran Meditations and Hymns (Classics of Western Spirituality)","Edited with an Introduction by Eric Lund"
"0664239285","Sabbath as Resistance: Saying No to the Culture of Now","Walter Brueggemann"
"1451696434","The Christmas Box: 20th Anniversary Edition","Richard Paul Evans"
"0618222073","McDougal Littell Nextext: Abriendo puertas Literatura Volume 2 (Spanish Reader)","Wayne S. Bowen"
"0800797159","Prayer Evangelism","Ed Silvoso"
"1400203732","I Am Second: Real Stories. Changing Lives.","Doug Bender"
"1442229012","Inside the Jesuits: How Pope Francis Is Changing the Church and the World","Robert  Blair Kaiser"
"1844096246","A Pilgrim's Guide to the Camino de Santiago: St. Jean Roncesvalles Santiago (Camino Guides) John Brierley","Books - Travel - Europe - Spain - General"
"1400320097","Jesus Today: Experience Hope Through His Presence","Sarah Young"
"080107195X","Introducing Covenant Theology","Michael Horton"
"076421084X","The 40 Most Influential Christians . . . Who Shaped What We Believe Today","Daryl Aaron"
"1451628307","A Step of Faith: A Novel (The Walk)","Richard Paul Evans"
"1770361200","199 Favorite Bible Verses for Women","Christian Art Gifts"
"0828018359","J. N. Loughborough: The Last of the Adventist Pioneers","Brian Eugene Strayer"
"0824913469","Christmas Ideals 2014 (Ideals Christmas)","Ideals Editors"
"0812981480","Zealot: The Life and Times of Jesus of Nazareth","Reza Aslan"
"0800698835","Martin Luther's Basic Theological Writings","Timothy F. Lull"
"0898691206","Episcopal Hymnal 1982 Blue: Basic Singers Edition","Church Publishing"
"080079527X","Healing Unplugged: Conversations and Insights from Two Veteran Healing Leaders","Bill Johnson"
"0804141525","He Leadeth Me","Walter J. Ciszek S.J."
"0253014476","Dr. John Harvey Kellogg and the Religion of Biologic Living","Brian C. Wilson"
"1466458208","American Quaker War Tax Resistance: second edition","David M. Gross"
"0804141525","He Leadeth Me","Walter J. Ciszek S.J."
"0310330734","The Circle Maker: Praying Circles Around Your Biggest Dreams and Greatest Fears","Mark Batterson"
"0670024562","Christendom Destroyed: Europe 1517-1648 (Penguin History of Europe)","Mark Greengrass"
"1476707375","The Family of Jesus (Life-Changing Bible Study Series)","Karen Kingsbury"
"0827206372","A Song in Your Heart: Music's Role in the Christian Life","Mike Zachary"
"0061561010","Short Stories by Jesus: The Enigmatic Parables of a Controversial Rabbi","Amy-Jill Levine"
"0061997196","Mission at Nuremberg: An American Army Chaplain and the Trial of the Nazis","Tim Townsend"
"1611045401","The Story of Daniel the Prophet","Stephen N. Haskell"
"066450325X","The Presbyterian Deacon: An Essential Guide, Revised for the New Form of Government","Jr.  Earl S. Johnson"
"1492244988","How To See In The Spirit: A practical guide on engaging the spirit realm","Michael R. Van Vlymen"
"1937077713","The Legacy Journey: A Radical View of Biblical Wealth and Generosity","Dave Ramsey"
"145551733X","The Power of Being Thankful: 365 Devotions for Discovering the Strength of Gratitude","Joyce Meyer"
"1937913988","St. Joseph Sunday Missal and Hymnal: For 2015","Usccb"
"0758611269","Lutheran Book of Prayer","Concordia Publishing House"
"0800627415","The Lutheran Confessions: History and Theology of the Book of Concord","Charles P. Arand"
"0385348037","Walking with Mary: A Biblical Journey from Nazareth to the Cross","Edward Sri"
"1451672985","The Chance: A Novel","Karen Kingsbury"
"0811877477","The Little Book of Saints","Christine Barrely"
"0801015871","50 Women Every Christian Should Know: Learning from Heroines of the Faith","Michelle DeRusha"
"1426754434","Here I Stand: A Life of Martin Luther","Roland H. Bainton"
"0062097687","Lincoln's Bishop: A President, A Priest, and the Fate of 300 Dakota Sioux Warriors","Gustav Niebuhr"
"0982877242","Home Of Our Hearts (Christy & Todd, the Married Years)","Robin Jones Gunn"
"1627791574","The Great Reformer: Francis and the Making of a Radical Pope","Austen Ivereigh"
"1927428637","All Saints","K.D. Miller"
"0800697405","Strength to Love","Martin Luther King Jr"
"1594486077","Generous Justice: How God's Grace Makes Us Just","Timothy Keller"
"0674048369","American Apocalypse: A History of Modern Evangelicalism","Matthew Avery Sutton"
"0310344972","Savor: Living Abundantly Where You Are, As You Are","Shauna Niequist"
"1419654675","It's Ok Not to be a Seventh-Day Adventist","Teresa Beem"
"1433672960","7: An Experimental Mutiny Against Excess","Jen Hatmaker"
"1481866885","Wife After God: Drawing Closer to God & Your Husband","Jennifer Smith"
"0310722802","The Story: Teen Edition: The Bible as One Continuing Story of God and His People","Zonderkidz"
"0310495954","Courageous Leadership: Field-Tested Strategy for the 360 Leader","Bill Hybels"
"1430034890","The Family of Jesus: Bible Study (Heart of the Story)","Karen Kingsbury"
"1481301047","Decoding Roger Williams: The Lost Essay of Rhode Island's Founding Father","Linford D. Fisher"
"1433538881","Treasuring Christ When Your Hands Are Full: Gospel Meditations for Busy Moms","Gloria Furman"
"0805464166","Whosoever Will: A Biblical-Theological Critique of Five-Point Calvinism","David L. Allen"
"0983710511","Pray, Hope, and Don't Worry: True Stories of Padre Pio Book 1","Diane Allen"
"1593252579","Fr. Larry Richards' Scripture Calendar: No Bible, No Breakfast; No Bible, No Bed","Father Larry Richards"
"1107401054","The Cambridge Companion to American Methodism (Cambridge Companions to Religion)","Jason E. Vickers"
"0231160313","Religion, Food, and Eating in North America (Arts and Traditions of the Table: Perspectives on Culinary History)","Benjamin E. Zeller"
"0310282926","Tactics: A Game Plan for Discussing Your Christian Convictions","Gregory Koukl"
"0805464166","Whosoever Will: A Biblical-Theological Critique of Five-Point Calvinism","David L. Allen"
"1499332858","Schizophrenic Christianity:: How Christian Fundamentalism Attracts and Protects Sociopaths, Abusive Pastors, and Child Molesters","Jeri Massi"
"1400203392","The Maxwell Daily Reader: 365 Days of Insight to Develop the Leader Within You and Influence Those Around You","Jean-Pierre Isbouts"
"1937768554","A Sustainable Life: Quaker Faith and Practice in the Renewal of Creation","Douglas Gwyn"
"1603742786","How To Walk In The Supernatural Power Of God","Guillermo Maldonado"
"1499392001","The Life of Joan: Her Life, Visit to Heaven, and Messages from the Lord: The Life of Joan","F. William Johnson"
"0758625057","Lutheranism 101","Concordia Publishing House"
"1455529389","The Everyday Life Bible: The Power of God's Word for Everyday Living","Joyce Meyer"
"0310339308","The Case for Christ: A Journalist's Personal Investigation of the Evidence for Jesus (Case for ... Series)","Lee Strobel"
"0800795687","Seeing the Voice of God: What God Is Telling You through Dreams and Visions","Laura Harris Smith"
"0310494184","Center Church: Doing Balanced, Gospel-Centered Ministry in Your City","Timothy Keller"
"0062269976","Convictions: How I Learned What Matters Most","Marcus J. Borg"
"0764824104","Meditations on Vatican Art","Mark Haydu LC  STL"
"0736957588","The Power of a Praying Husband","Stormie Omartian"
"1586179446","Catholic Literary Giants: A Field Guide to the Catholic Literary Landscape","Joseph Pearce"
"1400206707","Killing Lions: A Guide Through the Trials Young Men Face","John Eldredge"
"0975484613","1599 Geneva Bible","Tolle Lege Press"
"1418541680","The New Strong's Expanded Exhaustive Concordance of the Bible","James Strong"
"0758626460","The Church from Age to Age: From Galilee to Global Christianity","Klaus Detlev Schulz"
"1935302353","A Year with the Church Fathers","Mike Aquilina"
"1934217859","Theology of the Body for Beginners: A Basic Introduction to Pope John Paul II's Sexual Revolution, Revised Edition","Christopher West"
"140006922X","Zealot: The Life and Times of Jesus of Nazareth","Reza Aslan"
"0817318119","Bishops, Bourbons, and Big Mules: A History of the Episcopal Church in Alabama (Religion & American Culture)","J. Barry Vaughn"
"1936034891","The Jeremiah Study Bible: What It Says. What It Means. What It Means for You.","David Jeremiah"
"0385531842","Jesus and the Jewish Roots of the Eucharist: Unlocking the Secrets of the Last Supper","Brant Pitre"
"0567152197","Karl Barth's Church Dogmatics: An Introduction and Reader","R. Michael Allen"
"0800796217","School of the Prophets Curriculum Kit","Kris Vallotton"
"1414375492","A Voice in the Wind (Mark of the Lion)","Francine Rivers"
"006202423X","Jesus: A Pilgrimage","James Martin"
"159982177X","The Catholic Children's Bible (paperback)","Brian Singer-Towns"
"0800795199","The Essential Guide to Healing","Bill Johnson"
"0446538582","Trusting God Day by Day: 365 Daily Devotions","Joyce Meyer"
"0664231055","Feasting on the Word: Year A, Vol. 2: Lent Through Eastertide","David L. Bartlett"
"0525954422","Miracles: What They Are, Why They Happen, and How They Can Change Your Life","Eric Metaxas"
"0800626834","Paul and the Faithfulness of God","N. T. Wright"
"0500251959","Heavenly Bodies: Cult Treasures and Spectacular Saints from the Catacombs","Paul Koudounaris"
"1620291681","My Utmost For His Highest Classic Gift Edition (Oswald Chambers Library)","Oswald Chambers"
"1565119983","Strength for the Struggle","Joseph W. Ellwanger"
"1848871996","Our Church: A Personal History of the Church of England","Roger Scruton"
"1414348282","The One Year Uncommon Life Daily Challenge","Tony Dungy"
"1476734852","The Bridge: A Novel","Karen Kingsbury"
"1401312853","The Time Keeper","Mitch Albom"
"1250007135","Undeniable: Evolution and the Science of Creation","Bill Nye"
"081922877X","A History of the Episcopal Church - Third Revised Edition: Complete through the 78th General Convention","Robert W. Prichard"
"0310339308","The Case for Christ: A Journalist's Personal Investigation of the Evidence for Jesus (Case for ... Series)","Lee Strobel"
"1424549361","The Psalms: Poetry on Fire (The Passion Translation)","Brian Simmons"
"1476707375","The Family of Jesus (Life-Changing Bible Study Series)","Karen Kingsbury"
"1426727011","Methodist Doctrine: The Essentials, Revised Edition","Ted A. Campbell"
"0664230962","Feasting on the Word: Preaching the Revised Common Lectionary, Year B, Vol. 1","David L. Bartlett"
"0819231886","A People Called Episcopalians Revised Edition: A Brief Introduction to Our Way of Life","John H. Westerhoff"
"1595554696","Seven Men: And the Secret of Their Greatness","Eric Metaxas"
"0670786039","Christ Actually: The Son of God for the Secular Age","James Carroll"
"0898699231","Daily Prayer for All Seasons [English edition]","Standing Commission on Liturgy and Music and the General Convention Office"
"0800734483","Out of the Spin Cycle: Devotions to Lighten Your Mother Load","Jen Hatmaker"
"0802869246","The Early Luther: Stages in a Reformation Reorientation (Lutheran Quarterly Books)","Berndt Hamm"
"144945500X","Break Out! 2015 Day-to-Day Calendar","Joel Osteen"
"194124310X","Saint Joseph Guide for the Liturgy of the Hours","Catholic Book Publishing Corp"
"1462114210","Walking With the Women of the New Testament","Heather Farrell"
"1598563378","The City of God","Saint Augustine of Hippo"
"0800795849","Reckless Devotion: 365 Days into the Heart of Radical Love","Rolland Baker"
"0061778184","How Jesus Became God: The Exaltation of a Jewish Preacher from Galilee","Bart D. Ehrman"
"1602582467","Aldersgate and Athens: John Wesley and the Foundations of Christian Belief","William J. Abraham"
"0812981480","Zealot: The Life and Times of Jesus of Nazareth","Reza Aslan"
"0764824104","Meditations on Vatican Art","Mark Haydu LC  STL"
"0307731979","Bad Girls of the Bible: And What We Can Learn from Them","Liz Curtis Higgs"
"1884479464","7 Secrets of Confession","Vinny Flynn"
"0061698776","If the Church Were Christian: Rediscovering the Values of Jesus","Philip Gulley"
"0830833617","Sustainable Youth Ministry: Why Most Youth Ministry Doesn't Last and What Your Church Can Do About It","Mark DeVries"
"1449530745","Lectures on Calvinism","Abraham Kuyper"
"1604941855","Let Your Words Be Few: Symbolism of Speaking and Silence Among Seventeenth-Century Quakers","Richard Bauman"
"031032467X","Against Calvinism","Roger E. Olson"
"0374236917","A Prayer Journal","Flannery O'Connor"
"0802864996","Christianity and Liberalism","J. Gresham Machen"
"0736921079","A Young Woman's Guide to Making Right Choices: Your Life God's Way","Elizabeth George"
"1434705943","Crazy Love: Overwhelmed by a Relentless God","Francis Chan"
"1414397542","Unwrapping the Greatest Gift: A Family Celebration of Christmas","Ann Voskamp"
"0982877218","Forever With You (Christy & Todd, the Married Years)","Robin Jones Gunn"
"1400280281","Twelve Extraordinary Women: How God Shaped Women of the Bible, and What He Wants to Do with You","John MacArthur"
"0801015944","The Grave Robber: How Jesus Can Make Your Impossible Possible","Mark Batterson"
"1476766401","The Map of Heaven: How Science, Religion, and Ordinary People Are Proving the Afterlife","Eben Alexander M.D."
"1624053661","The Chronicles of Narnia Collector's Edition (Radio Theatre)","C. S. Lewis"
"0800795792","Face to Face with Jesus: A Former Muslim's Extraordinary Journey to Heaven and Encounter with the God of Love","Samaa Habib"
"1455517445","Power Thoughts Devotional: 365 Daily Inspirations for Winning the Battle of the Mind","Joyce Meyer"
"1462111181","Visions of Glory: One Man's Astonishing Account of the Last Days","John Pontius"
"0781412153","The Hardest Peace: Expecting Grace in the Midst of Life's Hard","Kara Tippetts"
"0307720527","Catholicism: A Journey to the Heart of the Faith","Robert Barron"
"0385496931","The Life of Thomas More","Peter Ackroyd"
"082802801X","Maranatha: The Lord Is Coming","Ellen G. White"
"1400204755","Jesus Is: Find a New Way to Be Human","Judah Smith"
"0982877218","Forever With You (Christy & Todd, the Married Years)","Robin Jones Gunn"
"0764212516","Look and Live: Behold the Soul-Thrilling, Sin-Destroying Glory of Christ","Matt Papa"
"1426209878","In the Footsteps of Jesus: A Chronicle of His Life and the Origins of Christianity","Jean-Pierre Isbouts"
"0800722884","What Your Heart Needs for the Hard Days: 52 Encouraging Truths to Hold On To","Holley Gerth"
"0819228257","Financial Management for Episcopal Parishes","James B. Jordan"
"1426211597","National Geographic Who's Who in the Bible: Unforgettable People and Timeless Stories from Genesis to Revelation","Jean-Pierre Isbouts"
"019937385X","Ellen Harmon White: American Prophet","Terrie Dopp Aamodt"
"0061926086","If Grace Is True: Why God Will Save Every Person (Plus)","Philip Gulley"
"1587433605","Kingdom Conspiracy: Returning to the Radical Mission of the Local Church","Scot McKnight"
"0310327121","Draw the Circle: The 40 Day Prayer Challenge","Mark Batterson"
"0687360536","United Methodist Covenant II Child Baptism Certificate (Package of 3)","James Kirby"
"0819220906","People of the Way: Renewing Episcopal Identity","Dwight J. Zscheile"
"1935940007","A Biblical Walk Through the Mass (Book): Understanding What We Say and Do In The Liturgy","Edward Sri"
"1587432943","Letters to a Young Calvinist: An Invitation to the Reformed Tradition","James K.A. Smith"
"0307590798","Angels and Saints: A Biblical Guide to Friendship with God's Holy Ones","Scott Hahn"
"0062272020","The Bible Tells Me So: Why Defending Scripture Has Made Us Unable to Read It","Peter Enns"
"0800794575","Christ the Healer","F. F. Bosworth"
"0982158645","Then Fell the Lord's Fire","Bo Giertz"
"052595435X","Encounters with Jesus: Unexpected Answers to Life's Biggest Questions","Timothy Keller"
"0986044105","Texts For Common Prayer: Together With The Ordinal of the Anglican Church in North America","Liturgy and Common Worship Task Force The Anglican Church in North America"
"0385519494","Signs of Life: 40 Catholic Customs and Their Biblical Roots","Scott Hahn"
"0061778184","How Jesus Became God: The Exaltation of a Jewish Preacher from Galilee","Bart D. Ehrman"
"0385346409","Jesus of Nazareth: The Infancy Narratives","Pope Benedict XVI"
"0664503179","Selected to Serve, Second Edition: A Guide for Church Leaders","Jr.  Earl S. Johnson"
"0143118692","Christianity: The First Three Thousand Years","Diarmaid MacCulloch"
"0829442170","Pope Francis: Life and Revolution: A Biography of Jorge Bergoglio","Elisabetta Piqué"
"0764212451","The River","Beverly Lewis"
"0816322996","The Faith I Highly Recommend","John Thomas Mclarty"
"0062119133","The Way of Serenity: Finding Peace and Happiness in the Serenity Prayer","Jonathan Morris"
"006202423X","Jesus: A Pilgrimage","James Martin"
"0764215507","Preparing for Marriage","Dennis Rainey"
"1503379744","The Pursuit of God","A. W. Tozer"
"0060628626","The Sermon on the Mount: The Key to Success in Life","Emmet Fox"
"1616366443","Yes, and...: Daily Meditations","Richard Rohr"
"1414375492","A Voice in the Wind (Mark of the Lion)","Francine Rivers"
"1612910750","The Making of a Leader, Second Edition: Recognizing the Lessons and Stages of Leadership Development","Robert Clinton"
"1770361200","199 Favorite Bible Verses for Women","Christian Art Gifts"
"1870855612","William Carey","S Pearce Carey"
"143354069X","Dispatches from the Front: Stories of Gospel Advance in the World's Difficult Places","Tim Keesee"
"1601422210","Radical: Taking Back Your Faith from the American Dream","David Platt"
"1601422210","Radical: Taking Back Your Faith from the American Dream","David Platt"
"160941411X","The Shack","Wm. Paul Young"
"1433682133","A Theology for the Church","Dr. Daniel L. Akin"
"0819228141","The Cup of Salvation: A Manual for Eucharistic Ministers","Beth Wickenberg Ely"
"0982877242","Home Of Our Hearts (Christy & Todd, the Married Years)","Robin Jones Gunn"
"1455575712","You Can, You Will: 8 Undeniable Qualities of a Winner","Joel Osteen"
"1451477910","One Hope: Re-Membering the Body of Christ","Julie K. Aageson"
"0804141126","Joy to the World: How Christ's Coming Changed Everything (and Still Does)","Scott Hahn"
"0828018154","Joseph Bates: The Real Founder of Seventh-day Adventism","George R. Knight"
"1433506793","Southern Baptist Identity: An Evangelical Denomination Faces the Future","David S. Dockery"
"194124310X","Saint Joseph Guide for the Liturgy of the Hours","Catholic Book Publishing Corp"
"0664259588","Sailboat Church: Helping Your Church Rethink Its Mission and Practice","Joan S. Gray"
"0062272020","The Bible Tells Me So: Why Defending Scripture Has Made Us Unable to Read It","Peter Enns"
"0812981480","Zealot: The Life and Times of Jesus of Nazareth","Reza Aslan"
"1883360269","A Course In Miracles","Foundation For Inner Peace"
"0819229032","New Clothes: Putting on Christ and Finding Ourselves","John Newton"
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
