batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2131678,374UMBUHN5JATJGSDVS0FZG2T1QTCC,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:52 PDT 2015,,,3E47SOBEYRQN7PYBAMYYPC9D7ALICE,Approved,,55,100% (9/9),100% (9/9),100% (9/9),,,45610,Wes Thompson,University of Texas Austin,utexas.edu,"Microbiology</li><li>Microbiology, Immunology and Cancer Biology</li><li>Microbiology and Molecular Genetics</li><li>Microbiology, Immunology, and Molecular Genetics</li><li>Microbiology ALS</li><li>Molecular Microbiology and Immunology</li><li>Microbiology, Molecular Biology and Biochemistry</li><li>Microbiology and Immunology</li><li>Microbiology MED</li><li>Virology",Microbiology,,http://www.biosci.utexas.edu/directory/Details_INS.asp?id=1818,,,,,,1,,1761048112000,21oct2015 12:08:08,21oct2015 12:09:03,1761077343000,1761048761000,,9,262,29.111111,8.6564884,48
2131678,3V0TR1NRVAW2JJ44EGV11WEMDZO4AP,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:23 PDT 2015,,,3OHYZ19UGDZ9AWCGO3FC3EFBJGYOAC,Approved,,14,100% (9/9),100% (9/9),100% (9/9),,,12782,Xiao F Wang,Duke University,duke.edu,Medicinal Chemistry and Molecular Pharmacology</li><li>Pharmacology and Toxicology</li><li>Toxicology</li><li>Medicinal Chemistry</li><li>Molecular Pharmacology and Toxicology</li><li>Molecular and Medical Pharmacology</li><li>Pharmacology</li><li>Medicinal Chemistry and Pharmacology</li><li>Molecular and Environmental Toxicology</li><li>Human Toxicology,"Pharmacology, Toxicology and Environmental Health",,http://pharmacology.mc.duke.edu/faculty/wang.html,,,,,,1,,1761048083000,21oct2015 12:06:03,21oct2015 12:06:17,1761077177000,1761049890000,,9,262,29.111111,8.6564884,48
2131678,3CO05SML7VZDJC8KXQULKJDJWRWR04,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:55 PDT 2015,,,3GNCZX450JHRVWOH33SRSEK1TLVAPG,Approved,,9,100% (7/7),100% (7/7),100% (7/7),,,67716,Xin Sun,University of Wisconsin Madison,wisc.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,,http://genetics.wisc.edu/Sun.htm,,,,,,1,,1761048115000,21oct2015 12:08:38,21oct2015 12:08:47,1761077327000,1761048769000,,7,104,14.857142,16.961538,49
2131678,3OQQD2WO8I0W754YQQIV8PAZC7Y3I8,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:57 PDT 2015,,,3IUZPWIU1P1NRIU4RGJBEMVTRUSKW0,Approved,,6,100% (7/7),100% (7/7),100% (7/7),,,34921,Ravi Allada,Northwestern University,northwestern.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,,http://www.neurobiology.northwestern.edu/people/core-faculty/ravi-allada.html,,,,,,1,,1761048117000,21oct2015 12:08:48,21oct2015 12:08:54,1761077334000,1761049664000,,7,104,14.857142,16.961538,49
2131678,335VBRURDJU662RSBGTEENFTK609EL,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:28 PDT 2015,,,3G2UL9A02E812O8EH4HYCNRUX8Z67F,Approved,,10,100% (7/7),100% (7/7),100% (7/7),,,63890,Mark Smith,University of Washington,washington.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,,http://www.polisci.washington.edu/people/mark-smith,,,,,,0,,1761048088000,21oct2015 12:09:17,21oct2015 12:09:27,1761077367000,1761048657000,,7,104,14.857142,16.961538,49
2131678,3O2Y2UIUCQOITCAFAO49MEE971RKF8,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:33 PDT 2015,,,3NC5L260MPG46NTOZJ14HFQ2GWCFOH,Approved,,24,100% (7/7),100% (7/7),100% (7/7),,,66569,Jon Mckenzie,University of Wisconsin Madison,wisc.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,,http://www.english.wisc.edu/faculty-mckenzie.htm,,,,,,1,,1761048093000,21oct2015 12:08:13,21oct2015 12:08:37,1761077317000,1761049507000,,7,104,14.857142,16.961538,49
2131678,3NOEP8XAU4W04PYGNAF3O20F5GTPX5,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:34 PDT 2015,,,3QY7M81QH8G813T3J8BZM6WCY3J7KL,Approved,,17,100% (7/7),100% (7/7),100% (7/7),,,47208,Neeraja Sadagopan,University of Colorado Boulder,colorado.edu,"Integrative Physiology</li><li>Molecular, Cellular and Integrative Physiology</li><li>Physiology and Biophysics</li><li>Physiological Sciences</li><li>Cellular and Integrative Physiology</li><li>Physiology</li><li>Molecular Physiology and Biophysics</li><li>Life Sciences</li><li>Endocrinology-Reproductive Physiology</li><li>Cellular and Molecular Pathology",Physiology,,http://www.colorado.edu/neuroscienceprogram/sadagopan.html,,,,,,0,,1761048094000,21oct2015 12:07:56,21oct2015 12:08:13,1761077293000,1761049157000,,7,104,14.857142,16.961538,49
2131678,3N5YJ55YXGXO5REAWLAX05KM4GJANQ,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:48 PDT 2015,,,320DUZ38G8GWJCYMUQFHR49SIH2GJY,Approved,,13,100% (7/7),100% (7/7),100% (7/7),,,15180,Scott A Armstrong,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,,http://dev.www.hsci.harvard.edu/people/scott-armstrong-md-phd,,,,,,1,,1761048108000,21oct2015 12:09:27,21oct2015 12:09:40,1761077380000,1761049156000,,7,104,14.857142,16.961538,49
2131678,3VCK0Q0PO58S4EGS4JD4BZ89VU7N0C,3M6I6ITMWBORWM3XQGYWEGFQ1GDDQH,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.07,1,BatchId:2131678;,900,28800,Fri Oct 23 12:01:33 PDT 2015,,,351SEKWQS1BJ80UGVXR11BYC9JHDMP,Approved,,7,100% (7/7),100% (7/7),100% (7/7),,,61534,James E M Ii,University of Southern California,usc.edu,Industrial Engineering</li><li>Industrial and Systems Engineering</li><li>Industrial Engineering and Management Sciences</li><li>Industrial and Manufacturing Systems Engineering</li><li>Industrial Engineering and Operations Research</li><li>Reliability Engineering</li><li>Systems and Industrial Engineering</li><li>Industrial and Manufacturing Engineering</li><li>Packaging</li><li>Engineering Sciences and Computational Science,"Operations Research, Systems Engineering and Industrial Engineering",,http://ise.usc.edu/directory/james_moore.htm,,,,,,1,,1761048093000,21oct2015 12:09:09,21oct2015 12:09:16,1761077356000,1761049892000,,7,104,14.857142,16.961538,49
2131435,3MIVREZQVHSFK10OO4F3YDINE3TKQV,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:13 PDT 2015,,,32RIADZISTY96ZOSMJMUAG3COUSS4N,Approved,,352,100% (34/34),100% (34/34),100% (34/34),,,16194,Jonathan J Makela,University of Illinois at Urbana-Champaign,illinois.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1,,,1,1,http://www.ece.illinois.edu/directory/profile/jmakela,,,,1761038473000,21oct2015 09:27:12,21oct2015 09:33:04,1761042784000,1761042554000,,34,962,28.294117,16.540541,50
2131435,36AZSFEYZ4U6W6SB4QWK5XY581ZVBG,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:08 PDT 2015,,,3HSYG7LRBKSWWI0N2208QB1Y4M5KKO,Approved,,469,100% (34/34),100% (34/34),100% (34/34),,,29220,J W Halley,University of Minnesota,umn.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1,,,1,1,http://www.physics.umn.edu/people/woods.html,,,,1761038468000,21oct2015 09:27:33,21oct2015 09:35:22,1761042922000,1761040787000,,34,962,28.294117,16.540541,50
2131435,3PN6H8C9R4KFJFNX7RWU408SQCBDA5,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:07 PDT 2015,,,3HFNH7HEMI8D5Z2ZPGZQO5LEWBFQGI,Approved,,99,100% (34/34),100% (34/34),100% (34/34),,,8165,Seth Moglen,City University of New York,cuny.edu,"Folklore and Ethnomusicology</li><li>Cultural Anthropology</li><li>Evolutionary Anthropology</li><li>Medical Anthropology</li><li>Archaeology</li><li>Anthropology and Linguistics</li><li>Anthropology and History</li><li>Social Anthropology</li><li>Anthropology and Middle Eastern Studies</li><li>Anthropology, Archeology",Anthropology,1,,,0,,,,,2015-10-21 17:30:27 UTC,1761038467000,21oct2015 09:26:06,21oct2015 09:27:45,1761042465000,1761067827000,,34,962,28.294117,16.540541,50
2131435,386T3MLZLNP717TOYHOLT2IE6Z2803,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:11 PDT 2015,,,3FQ5JJ512MIX4OLQZFSOI3I2YH9NKV,Approved,,152,100% (34/34),100% (34/34),100% (34/34),,,35292,William Rogerson,Northwestern University,northwestern.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,1,,,1,1,http://faculty.wcas.northwestern.edu/~wpr603/,,,,1761038471000,21oct2015 09:26:16,21oct2015 09:28:48,1761042528000,1761041407000,,34,962,28.294117,16.540541,50
2131435,3EN4YVUOUCM4IEVISXAJR6E3WHGXJ6,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:59 PDT 2015,,,3AQF3RZ559CEHHNKZNFA0F4BVV56F4,Approved,,393,100% (34/34),100% (34/34),100% (34/34),,,67348,Ronald J Vernon,University of Wisconsin Madison,wisc.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1,,,1,1,http://directory.engr.wisc.edu/ece/faculty/vernon_ronald,,,,1761038459000,21oct2015 09:32:09,21oct2015 09:38:42,1761043122000,1761041934000,,34,962,28.294117,16.540541,50
2131435,3OID399FXG1AF645I7IMI1JJNSNDFH,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:26 PDT 2015,,,34X6J5FLPUSNW1S0XMKTLIDUO3YJQH,Approved,,356,100% (34/34),100% (34/34),100% (34/34),,,16049,Iwan Duursma,University of Illinois at Urbana-Champaign,illinois.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1,,,1,1,http://www.math.illinois.edu/~duursma/,,,,1761038426000,21oct2015 09:31:24,21oct2015 09:37:20,1761043040000,1761042702000,,34,962,28.294117,16.540541,50
2131435,3L84EBDQ37WT9Y2TBZV62R6EFX1KK3,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:10 PDT 2015,,,3XIQGXAUMD2EL3SAIRQOC04EUBL7XV,Approved,,440,100% (34/34),100% (34/34),100% (34/34),,,8082,Rose Sherman,City University of New York,cuny.edu,"Nursing Science</li><li>Nursing</li><li>Nursing Studies</li><li>Nursing and Healthcare Innovation</li><li>Environmental and Occupational Health Sciences</li><li>Nursing Research and Science</li><li>Nursing-Women, Children and Family Health Science</li><li>Women, Child and Family Health Science Nursing</li><li>Nursing Science and Theory Development</li><li>Nursing Research",Nursing,1,,,0,,,,,,1761038470000,21oct2015 09:27:22,21oct2015 09:34:42,1761042882000,1761042549000,,34,962,28.294117,16.540541,50
2131435,3SA4EMRVJVWS7ZS5KYQWFOD4V920PF,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:18 PDT 2015,,,35GCEFQ6I6ILPFR2HXBJW489X9X3ZJ,Approved,,433,100% (34/34),100% (34/34),100% (34/34),,,54057,Rich Wolski,University of California Santa Barbara,ucsb.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,1,,,1,1,http://www.cs.ucsb.edu/~rich/,,,,1761038478000,21oct2015 09:32:13,21oct2015 09:39:26,1761043166000,1761042752000,,34,962,28.294117,16.540541,50
2131435,33K3E8REWWPFYXZZ1TDS2G5PG6MX8M,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:52 PDT 2015,,,3I0BTBYZAYFP3XI02ORHGZ10O37Y0Q,Approved,,92,100% (34/34),100% (34/34),100% (34/34),,,64870,David Pritchard,Walden University,waldenu.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",1,,,1,1,http://www.waldenu.edu/colleges-schools/school-of-management/faculty/bios/david-j-pritchard,,,,1761038452000,21oct2015 09:26:01,21oct2015 09:27:33,1761042453000,1761040143000,,34,962,28.294117,16.540541,50
2131435,38VTL6WC4A7LBK678RSR9A27GMFY5R,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:15 PDT 2015,,,3NG53N1RLWDDC8V2658DWNE63WHP8B,Approved,,245,100% (34/34),100% (34/34),100% (34/34),,,52757,Sorin T Popa,University of California Los Angeles,ucla.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1,,,1,1,http://www.math.ucla.edu/~popa/,,,,1761038475000,21oct2015 09:26:41,21oct2015 09:30:46,1761042646000,1761041410000,,34,962,28.294117,16.540541,50
2131435,30F94FBDNRERJEOMZVW54FAKBGITBX,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:35 PDT 2015,,,31JLPPHS2VO9QBDVFO02G615D5SO30,Approved,,295,100% (34/34),100% (34/34),100% (34/34),,,10409,Fred H Kulhawy,Cornell University,cornell.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,1,,,1,4,http://www.news.cornell.edu/stories/2015/05/engineering-professor-emeritus-fred-kulhawy-dies-71,,,,1761038435000,21oct2015 09:26:52,21oct2015 09:31:47,1761042707000,1761039469000,,34,962,28.294117,16.540541,50
2131435,32ZCLEW0BZEZ95TR6602XTS0UI7JP4,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:49 PDT 2015,,,35H6S234SBUMFKUVTB21E3DY61R56K,Approved,,396,100% (34/34),100% (34/34),100% (34/34),,,22356,Robert L Jernigan,Iowa State University,iastate.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1,,,1,1,http://www.bbmb.iastate.edu/robert-jernigan/,,,,1761038449000,21oct2015 09:27:17,21oct2015 09:33:53,1761042833000,1761040143000,,34,962,28.294117,16.540541,50
2131435,3BCRDCM0ODOMAJH49V15S81WE2H6KK,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:05 PDT 2015,,,32KTQ2V7RE975AHZJHMZFFFMIXO9MO,Approved,,334,100% (34/34),100% (34/34),100% (34/34),,,21695,Jack Girton,Iowa State University,iastate.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1,,,1,1,http://www.bbmb.iastate.edu/jack-girton/,,,,1761038465000,21oct2015 09:27:07,21oct2015 09:32:41,1761042761000,1761041602000,,34,962,28.294117,16.540541,50
2131435,36QZ6V1589750DKDAM8AZ06MYICUSR,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:53 PDT 2015,,,3AZHRG4CU5EONULCD3YRQ55NF2D03N,Approved,,46,100% (34/34),100% (34/34),100% (34/34),,,52834,Susan Plann,University of California Los Angeles,ucla.edu,Linguistics</li><li>Applied Linguistics</li><li>Linguistics (Hispanic Linguistics)</li><li>Linguistics and Cognitive Science</li><li>Comparative Human Development and Linguistics</li><li>Applied Linguistics and Technology,Linguistics,1,,,1,1,http://www.spanport.ucla.edu/person/susan-plann/,,,,1761038453000,21oct2015 09:24:43,21oct2015 09:25:29,1761042329000,1761040789000,,34,962,28.294117,16.540541,50
2131435,3421H3BM9ABEHIDKPH45B3SLPEP9JZ,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:52 PDT 2015,,,3DR23U6WE68SD1Y00P3XT7BP320TEJ,Approved,,409,100% (34/34),100% (34/34),100% (34/34),,,20189,Jerald Moon,University of Iowa,uiowa.edu,"Speech and Hearing Sciences</li><li>Communication Sciences and Disorders</li><li>Speech, Language and Hearing Sciences</li><li>Speech, Language and Hearing</li><li>Language and Communication Disorders </li><li>Communicative Disorders</li><li>Communicative Disorders and Sciences</li><li>Speech Pathology and Audiology</li><li>Speech-Language-Hearing Sciences</li><li>Hearing and Speech Sciences",Communication Sciences and Disorders,1,,,1,1,http://clas.uiowa.edu/comsci/people/jerald-moon,,,,1761038452000,21oct2015 09:32:11,21oct2015 09:39:00,1761043140000,1761040146000,,34,962,28.294117,16.540541,50
2131435,3EPG8DX9LKKR26E6H4W8WJ9VCHC5P4,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:20:39 PDT 2015,,,3XXU1SWE8NPO7FKXMID1DDJTLC50AJ,Approved,,77,100% (34/34),100% (34/34),100% (34/34),,,19007,Rob D Ruyter,Indiana University Bloomington,indiana.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1,,,1,1,http://www.indiana.edu/~iubphys/faculty/deruyter.shtml,,,,1761038439000,21oct2015 09:25:03,21oct2015 09:26:20,1761042380000,1761041935000,,34,962,28.294117,16.540541,50
2131435,3U18MJKL1UGCY6B8GZ6O60AA4JXNCY,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:09 PDT 2015,,,3JV9LGBJWU8AKNPJA37MZ0QEHAYOG9,Approved,,61,100% (34/34),100% (34/34),100% (34/34),,,65883,Chris Williamson,University of Wisconsin Madison,wisc.edu,Entomology</li><li>Insect Science,Entomology,1,,,1,1,http://labs.russell.wisc.edu/williamsonlab/biography/,,,2015-10-21 17:30:25 UTC,1761038469000,21oct2015 09:25:51,21oct2015 09:26:52,1761042412000,1761067825000,,34,962,28.294117,16.540541,50
2131435,35YHTYFL1GXW9N4R9SIGONPQNZRVFY,34Z8PDG355C7V6YZ2JLDMN2K5WR5EP,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.13,1,BatchId:2131435;,900,3600,Sat Oct 24 09:21:12 PDT 2015,,,3GDTJDAPVV57R5YPEPGLFJKBYR6M8C,Approved,,166,100% (34/34),100% (34/34),100% (34/34),,,55809,Milos Kokotovic,University of California San Diego,ucsd.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1,,,1,1,http://literature.ucsd.edu/people/faculty/mkokotovic.html,,,,1761038472000,21oct2015 09:26:21,21oct2015 09:29:07,1761042547000,1761040785000,,34,962,28.294117,16.540541,50
