id,name,university,domain,depts,field,dupct
31294,Benita Sampedro,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
31811,Erna V D Walde,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
31926,Georgina D Black,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
31246,Arnaldo C Malave,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
31861,Francisco Leal,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
17309,Bieder Maryellen,Indiana University Bloomington,indiana.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
17174,Alwiya Omar,Indiana University Bloomington,indiana.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
18011,J C F Brasdefer,Indiana University Bloomington,indiana.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
17219,Anke Birkenmaier,Indiana University Bloomington,indiana.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
6496,Esther Allen,City University of New York,cuny.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
6536,Francisco Soto,City University of New York,cuny.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
444,Emil Volek,Arizona State University,asu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1
9072,Gary Tubb,University of Chicago,uchicago.edu,South and Southeast Asian Studies</li>&nbsp;<li>South Asian Languages and Civilizations</li>&nbsp;<li>South Asia Regional Studies</li>&nbsp;<li>South Asian Languages and Civilizations and History</li>&nbsp;<li>South Asian Studies</li>&nbsp;<li>South Asian Languages and Civilizations and English Language and Literature,South and Southeast Asian Languages and Societies,1
65777,Brian Christens,University of Wisconsin Madison,wisc.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
45443,Sharmila Rudrappa,University of Texas Austin,utexas.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
59900,Paula D Mcclain,University of North Carolina Chapel Hill,unc.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
60804,Yang Yang,University of North Carolina Chapel Hill,unc.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
28274,Ann Meier,University of Minnesota,umn.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
28663,Dale Blyth,University of Minnesota,umn.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
25928,David Kirk,University of Maryland College Park,umd.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
56787,Dennis Rosenbaum,University of Illinois Chicago,uic.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
46014,Clinton Sanders,University of Colorado Boulder,colorado.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
46951,Lori Peek,University of Colorado Boulder,colorado.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
56062,Richard Madsen,University of California San Diego,ucsd.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
52827,Susan B Coutin,University of California Los Angeles,ucla.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
50983,Sora Y Han,University of California Irvine,uci.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
50674,Louis Narens,University of California Irvine,uci.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
49619,Sabine Fruhstuck,University of California Davis,ucdavis.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
3986,Claude Fischer,University of California Berkeley,berkeley.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
2033,Don Grant,University of Arizona,arizona.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
2669,Kraig Beyerlein,University of Arizona,arizona.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
43286,Elaine H Ecklund,State University of New York Buffalo,buffalo.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
43242,Debra Street,State University of New York Buffalo,buffalo.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
40552,David Embrick,Purdue University,purdue.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
42444,Sarah Mustillo,Purdue University,purdue.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
40368,Charlotte Dunham,Purdue University,purdue.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
39686,Paul Starr,Princeton University,princeton.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
35561,Dana Haynie,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
36378,Robert Scharff,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
36402,Ruth Peterson,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
36037,Leslie Stoel,Ohio State University,osu.edu OR site:ohio-state.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
31675,Diane Vaughan,New York University,nyu.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
25059,Sanja K Ivkovich,Michigan State University,msu.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
25124,Soma Chaudhuri,Michigan State University,msu.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
22178,Mike Duffy,Iowa State University,iastate.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
21524,Eric A Abbott,Iowa State University,iastate.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
22351,Robert Hollinger,Iowa State University,iastate.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
17774,Eric R Wright,Indiana University Bloomington,indiana.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
17491,Clem Brooks,Indiana University Bloomington,indiana.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
14450,Ivan Szelenyi,Harvard University,harvard.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
14906,Michele Lamont,Harvard University,harvard.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
13245,John Reynolds,Florida State University,fsu.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
13452,Miles G Taylor,Florida State University,fsu.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
11996,Lynn S Lovin,Duke University,duke.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
6492,Ernest Drucker,City University of New York,cuny.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
6201,Cynthia F Epstein,City University of New York,cuny.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
6027,C G Salfati,City University of New York,cuny.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
7772,Pamela Stone,City University of New York,cuny.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1
45100,Mark Smith,University of Texas Austin,utexas.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
62411,Suzanne Wenzel,University of Southern California,usc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
37999,Toorjo Ghose,University of Pennsylvania,upenn.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
57528,Anne Jones,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
59509,Mark Testa,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
58332,Evelyn Williams,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
57524,Anna Scheyett,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
58525,H R Wagner,University of North Carolina Chapel Hill,unc.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
35426,Audrey Begun,Ohio State University,osu.edu OR site:ohio-state.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
36562,Virginia Richardson,Ohio State University,osu.edu OR site:ohio-state.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
24320,Joann Mcfall,Michigan State University,msu.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
18905,Phyllis N Stern,Indiana University Bloomington,indiana.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
17841,G R Jarjoura,Indiana University Bloomington,indiana.edu,Social Welfare</li>&nbsp;<li>Social Work,Social Work,1
